0.0000 6.1632 -4.5982
0.0000 5.9896 -3.4706
0.0000 5.9927 -3.9127
0.0000 5.9464 -3.8970
0.0000 5.9012 -3.8909
0.0000 5.8746 -4.1337
0.0000 5.8572 -4.5859
0.0000 5.8063 -4.5790
0.0000 5.7560 -4.5816
0.0000 5.7061 -4.5937
0.0000 5.6557 -4.5955
0.0000 5.6053 -4.5967
0.0000 5.5549 -4.6076
0.0000 5.5045 -4.6180
0.0000 5.4539 -4.6079
0.0000 5.4034 -4.6074
0.0000 5.3526 -4.6165
0.0000 5.3020 -4.6151
0.0000 5.2510 -4.6233
0.0000 5.2004 -4.6211
0.0000 5.1498 -4.6184
0.0000 5.0992 -4.6152
0.0000 5.0478 -4.6216
0.0000 4.9964 -4.6276
0.0000 4.9466 -4.6131
0.0000 4.8961 -4.6082
0.0000 4.8445 -4.6128
0.0000 4.7927 -4.6169
0.0000 4.7396 -4.6305
0.0000 4.6889 -4.6238
0.0000 4.6368 -4.6265
0.0000 4.5847 -4.6288
0.0000 4.5324 -4.6306
0.0000 4.4902 -4.5728
0.0000 4.4400 -4.5639
0.0000 4.3880 -4.5644
0.0000 4.3360 -4.5644
0.0000 2.6195 -12.5320
0.0000 2.6150 -11.9789
0.0000 2.6066 -11.4853
0.0000 2.5927 -11.0510
0.0000 2.5815 -10.6368
0.0000 2.5723 -10.2428
0.0000 2.5672 -9.8592
0.0000 2.5607 -9.5054
0.0000 2.5547 -9.1716
0.0000 2.5542 -8.8385
0.0000 2.4987 -8.7072
0.0000 2.4006 -8.7190
0.0000 2.3051 -8.7203
0.0000 2.2094 -8.7206
0.0000 2.1103 -8.7295
0.0000 2.0140 -8.7280
0.0000 2.0123 -8.4622
0.0000 2.0046 -8.2252
0.0000 2.0008 -7.9888
0.0000 1.9935 -7.7717
0.0000 1.9935 -7.5459
0.0000 1.9895 -7.3393
0.0000 1.9851 -7.1426
0.0000 1.9837 -6.9464
0.0000 1.9775 -6.7691
0.0000 1.9741 -6.5924
0.0000 1.9693 -6.4253
0.0000 1.9629 -6.2678
0.0000 1.9589 -6.1107
0.0000 1.9574 -5.9542
0.0000 1.9494 -5.8160
0.0000 1.9389 -5.6871
0.0000 4.0103 -1.6133
0.0000 3.8533 -1.8469
0.0000 3.8317 -1.8238
0.0000 3.7517 -1.9052
0.0000 4.1870 -1.0829
0.0000 4.1521 -1.0974
0.0000 4.0606 -1.2060
0.0000 1.7749 -4.9190
0.0000 3.0233 -2.7871
0.0000 3.0208 -2.7148
0.0000 3.0031 -2.6679
0.0000 3.0410 -2.5374
0.0000 3.2534 -2.1503
0.0000 3.6132 -1.5607
0.0000 3.5722 -1.5689
0.0000 3.3287 -1.8623
0.0000 3.4719 -1.6081
0.0000 4.1224 -0.6717
0.0000 4.0404 -0.7478
0.0000 3.3450 -1.6261
0.0000 3.6699 -1.1569
0.0000 3.5938 -1.2116
0.0000 3.4351 -1.3665
0.0000 3.4573 -1.2944
0.0000 3.4742 -1.2305
0.0000 3.5049 -1.1518
0.0000 3.5304 -1.0815
0.0000 3.5503 -1.0193
0.0000 3.5711 -0.9576
0.0000 3.5996 -0.8890
0.0000 3.7039 -0.7404
0.0000 3.6804 -0.7321
0.0000 3.6499 -0.7307
0.0000 3.6612 -0.6860
0.0000 3.6591 -0.6559
0.0000 3.6360 -0.6469
0.0000 3.6129 -0.6377
0.0000 3.5899 -0.6282
0.0000 3.5669 -0.6184
0.0000 3.5439 -0.6084
0.0000 3.5209 -0.5981
0.0000 3.4980 -0.5876
0.0000 3.4676 -0.5834
0.0000 3.4371 -0.5787
0.0000 3.4142 -0.5673
0.0000 3.3913 -0.5555
0.0000 3.3607 -0.5498
0.0000 3.3379 -0.5375
0.0000 3.3072 -0.5311
0.0000 3.2845 -0.5181
0.0000 3.2618 -0.5049
0.0000 3.2231 -0.5034
0.0000 3.2004 -0.4895
0.0000 3.4457 -0.2828
0.0000 3.5801 -0.1612
0.0000 3.6178 -0.1103
0.0000 3.6397 -0.0715
0.0000 3.6371 -0.0498
0.0000 3.6264 -0.0337
0.0000 3.6243 -0.0120
0.0000 3.6055 -0.0011
0.0000 3.5867 0.0101
0.0000 3.5680 0.0215
0.0000 3.5580 0.0383
0.0000 3.5394 0.0501
0.0000 3.5123 0.0572
0.0000 3.4938 0.0696
0.0000 3.4842 0.0870
0.0000 3.4659 0.0998
0.0000 3.4388 0.1081
0.0000 3.4206 0.1214
0.0000 3.4114 0.1395
0.0000 3.3845 0.1488
0.0000 3.3575 0.1585
0.0000 3.3306 0.1686
0.0000 3.3127 0.1832
0.0000 3.3132 0.2063
0.0000 -1.5207 -1.8932
0.0000 -1.6208 -1.8635
0.0000 -1.5641 -1.7666
0.0000 -1.6821 -1.7428
0.0000 -1.9211 -1.7652
0.0000 -2.0304 -1.7330
0.0000 -2.1397 -1.6991
0.0000 -2.0332 -1.5842
0.0000 -1.3698 -1.2723
0.0000 -1.3815 -1.2092
0.0000 -0.6349 -0.8894
0.0000 -0.6052 -0.8203
0.0000 -0.5463 -0.7428
0.0000 -0.5342 -0.6812
0.0000 -0.5023 -0.6143
0.0000 -0.4986 -0.5564
0.0000 -0.5135 -0.5041
0.0000 -0.5473 -0.4569
0.0000 -0.6387 -0.4246
0.0000 -0.6719 -0.3760
0.0000 -0.0149 -0.1587
0.0000 -0.0069 -0.1061
0.0000 0.0113 -0.0516
0.0000 0.0496 0.0068
0.0000 0.0102 0.0482
0.0000 -0.0093 0.0940
0.0000 -0.0186 0.1420
0.0000 -0.0767 0.1812
0.0000 -0.6865 0.1270
0.0000 -0.6658 0.1857
0.0000 -0.4963 0.2666
0.0000 -0.3556 0.3402
0.0000 -0.3330 0.3952
0.0000 -0.3000 0.4511
0.0000 -0.2764 0.5051
0.0000 -0.2522 0.5586
0.0000 -0.2276 0.6117
0.0000 -0.2025 0.6642
0.0000 -0.1769 0.7163
0.0000 -0.1608 0.7672
0.0000 -0.1442 0.8178
0.0000 -0.1472 0.8669
0.0000 -0.1997 0.9137
0.0000 -0.2518 0.9614
0.0000 -0.3334 1.0091
0.0000 -0.4047 1.0584
0.0000 -0.4656 1.1090
0.0000 -0.5360 1.1607
0.0000 -0.6159 1.2137
0.0000 -0.6954 1.2680
0.0000 -0.8044 1.3244
0.0000 -1.2127 1.3922
0.0000 -1.2306 1.4514
0.0000 -1.3978 1.5183
0.0000 -1.5543 1.5875
0.0000 -1.9796 1.6774
0.0000 0.4981 1.5567
0.0000 0.5513 1.5960
0.0000 0.6049 1.6344
0.0000 0.6588 1.6719
0.0000 0.7030 1.7096
0.0000 0.7575 1.7454
0.0000 0.7923 1.7828
0.0000 0.8374 1.8183
0.0000 0.8827 1.8530
0.0000 0.9381 1.8855
0.0000 0.9444 1.9252
0.0000 0.9412 1.9665
0.0000 0.9187 2.0114
0.0000 0.8967 2.0569
0.0000 0.8751 2.1027
0.0000 0.8441 2.1511
0.0000 0.8234 2.1979
0.0000 0.7935 2.2474
0.0000 0.7738 2.2952
0.0000 0.7448 2.3458
0.0000 0.9199 2.3452
0.0000 1.2493 2.3007
0.0000 1.2785 2.3323
0.0000 1.3272 2.3581
