107.5371,1008,-0.6341,-1.2618,-0.4167,0.8318
107.5638,1008,-0.6501,-1.2889,0.5554,-0.5631
107.5905,1008,-0.6462,-1.3006,0.4035,-0.5545
107.6172,1008,-0.6276,-1.2699,0.1126,-0.0856
107.6438,1008,-0.6349,-1.2849,0.1180,-0.1482
107.6705,1008,-0.6278,-1.2671,-0.0058,0.0046
107.6972,1008,-0.6240,-1.2549,-0.0640,0.0947
107.7239,1008,-0.6277,-1.2637,-0.0391,0.0454
107.7505,1008,-0.6231,-1.2529,-0.0535,0.0900
107.7772,1008,-0.6217,-1.2511,-0.0968,0.1234
107.8039,1008,-0.6203,-1.2482,-0.1206,0.1371
107.8306,1008,-0.6205,-1.2450,-0.1396,0.1421
107.8573,1008,-0.6224,-1.2441,-0.1407,0.1368
107.8839,1008,-0.6194,-1.2392,-0.1401,0.1155
107.9106,1008,-0.6173,-1.2351,-0.1321,0.1010
107.9373,1008,-0.6118,-1.2296,-0.1105,0.0642
107.9640,1008,-0.6058,-1.2266,-0.0862,0.0132
107.9907,1008,-0.6063,-1.2290,-0.0509,0.0145
108.0173,1008,-0.5989,-1.2254,-0.0093,-0.0235
108.0440,1008,-0.5938,-1.2246,0.0270,-0.0447
108.0707,1008,-0.5899,-1.2259,0.0609,-0.0606
108.0974,1008,-0.5839,-1.2424,0.2155,0.0237
108.1241,1008,-0.5760,-1.2401,0.2545,0.0139
108.1507,1008,-0.5703,-1.2363,0.2649,0.0235
108.1774,1008,-0.5647,-1.2355,0.2771,0.0322
108.2041,1008,-0.5596,-1.2341,0.2769,0.0435
108.2308,1008,-0.5554,-1.2343,0.2713,0.0525
108.2575,1008,-0.5593,-1.2538,0.2558,0.0229
108.2841,1008,-0.5545,-1.2490,0.2396,0.0447
108.3108,1008,-0.5519,-1.2465,0.2179,0.0554
108.3375,1008,-0.5562,-1.2615,0.1709,0.0253
108.3642,1008,-0.5544,-1.2562,0.1453,0.0349
108.3909,1008,-0.5541,-1.2542,0.1188,0.0395
108.4175,1008,-0.5698,-1.2698,0.0833,-0.0230
108.4442,1008,-0.5702,-1.2695,0.0676,-0.0241
108.4709,1008,-0.5705,-1.2691,0.0521,-0.0243
108.4976,1008,-0.5726,-1.2696,0.0320,-0.0201
108.5242,1008,-0.5748,-1.2699,0.0125,-0.0157
108.5509,1008,-0.5962,-1.2851,-0.0453,0.0330
108.5776,1008,-0.5951,-1.2811,-0.0542,0.0330
108.6043,1008,-0.5944,-1.2779,-0.0607,0.0327
108.6309,1008,-0.6117,-1.2897,-0.0952,0.0686
108.6576,1008,-0.6094,-1.2846,-0.0954,0.0650
108.6843,1008,-0.6084,-1.2807,-0.0950,0.0639
108.7110,1008,-0.6075,-1.2777,-0.0930,0.0612
108.7376,1008,-0.6062,-1.2750,-0.0881,0.0566
108.7643,1008,-0.6031,-1.2718,-0.0847,0.0687
108.7910,1008,-0.5987,-1.2677,-0.0732,0.0770
108.8177,1008,-0.6066,-1.2811,-0.0763,0.0758
108.8444,1008,-0.6080,-1.2853,-0.0527,0.0562
108.8710,1008,-0.6015,-1.2768,-0.0471,0.0635
108.8977,1008,-0.5973,-1.2748,-0.0349,0.0747
108.9244,1008,-0.5979,-1.2675,-0.0450,0.0794
108.9511,1008,-0.6003,-1.2605,-0.0479,0.0453
108.9777,1008,-0.6166,-1.2638,-0.0682,0.0704
109.0044,1008,-0.6334,-1.2670,-0.0834,0.0924
109.0311,1008,-0.6443,-1.2696,-0.0973,0.1045
109.0578,1008,-0.6578,-1.2710,-0.0969,0.0803
109.0844,1008,-0.6694,-1.2728,-0.0969,0.0794
109.1111,1008,-0.6784,-1.2734,-0.0954,0.0784
109.1378,1008,-0.6846,-1.2736,-0.0922,0.0761
109.1645,1008,-0.6898,-1.2738,-0.0890,0.0727
109.1911,1008,-0.6955,-1.2744,-0.0853,0.0694
109.2178,1008,-0.7007,-1.2756,-0.0809,0.0648
109.2445,1008,-0.7032,-1.2757,-0.0754,0.0600
109.2712,1008,-0.7060,-1.2759,-0.0703,0.0549
109.2979,1008,-0.7010,-1.2745,-0.0704,0.0540
109.3245,1008,-0.7014,-1.2735,-0.0595,0.0412
109.3512,1008,-0.6962,-1.2698,-0.0589,0.0370
109.3779,1008,-0.6847,-1.2630,-0.0611,0.0396
109.4046,1008,-0.6765,-1.2581,-0.0500,0.0395
109.4313,1008,-0.6684,-1.2541,-0.0457,0.0335
109.4579,1008,-0.6624,-1.2523,-0.0403,0.0253
109.4846,1008,-0.6567,-1.2513,-0.0348,0.0152
109.5113,1008,-0.6523,-1.2517,-0.0359,0.0129
109.5380,1008,-0.6486,-1.2513,-0.0375,0.0127
109.5647,1008,-0.6457,-1.2518,-0.0388,0.0105
109.5913,1008,-0.6436,-1.2517,-0.0403,0.0108
109.6180,1008,-0.6432,-1.2569,-0.0370,0.0107
109.6447,1008,-0.6442,-1.2637,-0.0520,0.0277
109.6714,1008,-0.6457,-1.2624,-0.0548,0.0359
109.6980,1008,-0.6520,-1.2692,-0.0551,0.0375
109.7247,1008,-0.6566,-1.2687,-0.0598,0.0499
109.7514,1008,-0.6601,-1.2704,-0.0650,0.0533
109.7781,1008,-0.6680,-1.2710,-0.0587,0.0269
109.8048,1008,-0.6764,-1.2736,-0.0639,0.0333
109.8314,1008,-0.6695,-1.2685,-0.0663,0.0340
109.8581,1008,-0.6730,-1.2675,-0.0607,0.0141
109.8848,1008,-0.6699,-1.2659,-0.0635,0.0155
109.9115,1008,-0.6609,-1.2597,-0.0657,0.0162
109.9381,1008,-0.6497,-1.2544,-0.0676,0.0163
109.9648,1008,-0.6393,-1.2482,-0.0716,0.0189
109.9915,1008,-0.6393,-1.2548,-0.0499,0.0264
110.0182,1008,-0.6300,-1.2541,-0.0253,-0.0232
110.0448,1008,-0.6251,-1.2558,-0.0229,0.0001
110.0715,1008,-0.6226,-1.2571,-0.0144,0.0116
110.0982,1008,-0.6217,-1.2586,-0.0091,0.0208
110.1249,1008,-0.6227,-1.2603,-0.0096,0.0293
110.1515,1008,-0.6415,-1.2742,-0.0401,0.0458
110.1782,1008,-0.6410,-1.2741,-0.0529,0.0551
110.2049,1008,-0.6396,-1.2776,-0.0241,0.0174
110.2316,1008,-0.6414,-1.2791,-0.0209,0.0211
110.2582,1008,-0.6505,-1.2816,-0.0199,0.0292
110.2849,1008,-0.6540,-1.2856,-0.0184,0.0302
110.3116,1008,-0.6569,-1.2885,-0.0164,0.0330
110.3383,1008,-0.6582,-1.2946,-0.0144,0.0258
110.3649,1008,-0.6616,-1.3069,-0.0009,0.0134
110.3916,1008,-0.6649,-1.3147,0.0081,0.0007
110.4183,1008,-0.6682,-1.3278,0.0132,-0.0146
110.4450,1008,-0.6715,-1.3350,0.0155,-0.0284
110.4716,1008,-0.6761,-1.3423,0.0113,-0.0425
110.4983,1008,-0.6804,-1.3500,0.0066,-0.0573
110.5250,1008,-0.6861,-1.3579,-0.0036,-0.0709
110.5517,1008,-0.6870,-1.3609,-0.0054,-0.0725
110.5784,1008,-0.6883,-1.3642,-0.0058,-0.0742
110.6050,1008,-0.7162,-1.3827,0.0132,-0.0880
110.6317,1008,-0.7399,-1.3989,0.0128,-0.0877
110.6584,1008,-0.7609,-1.4136,0.0121,-0.0876
110.6851,1008,-0.7789,-1.4253,0.0102,-0.0860
110.7118,1008,-0.7755,-1.4264,0.0005,-0.0943
110.7384,1008,-0.7729,-1.4285,-0.0068,-0.1000
110.7651,1008,-0.7702,-1.4304,-0.0099,-0.1025
110.7918,1008,-0.7680,-1.4324,-0.0122,-0.1036
